#//  ID  //  x [ckpc/h]  //  y [ckpc/h]  //  z [ckpc/h]  //  Mhalo [log10(Msun)]  //  Mstar [log10(Msun)]  //  Mbh [log10(Msun)]  //  SFR [log10(Msun/yr)]  //  BHAR  [log10(Msun/yr)]  //
0	7307.241	24550.361	21302.580	14.225	12.736	9.932	0.064	-2.723
63864	23671.824	15144.534	3151.348	13.898	12.198	9.393	0.788	-2.368
96762	27095.834	7552.954	4049.475	13.757	12.219	9.565	0.872	-1.870
117250	15550.406	29353.352	25992.469	13.571	12.080	9.307	1.841	-3.061
143880	20941.129	5159.521	31087.658	13.527	11.509	8.854	1.333	-3.184
167392	17406.791	279.424	29274.086	13.348	11.745	8.995	1.368	-2.563
184931	23898.930	4835.149	5756.520	13.510	11.900	8.997	1.581	-2.776
198182	32078.744	30254.887	12132.885	13.497	12.122	9.385	1.396	-2.668
208811	3631.602	18741.941	13207.412	13.410	11.909	9.222	1.563	-3.030
220595	9703.942	8815.127	2130.276	13.419	11.907	9.122	1.387	-2.781
229933	209.298	30175.611	19259.969	13.387	11.915	9.145	0.759	-2.856
242788	21375.850	19968.953	15536.411	13.342	11.741	8.871	0.698	-3.157
253861	1064.102	5869.970	26885.160	13.364	11.900	-inf	1.423	-inf
264883	21734.416	2149.890	14703.583	13.284	11.480	8.747	1.170	-2.826
275545	4969.282	22206.748	16555.607	13.197	11.879	9.168	1.590	-3.409
282779	728.855	20899.621	6042.763	13.258	11.777	9.111	-0.659	-3.719
289385	1021.965	16147.792	12121.814	13.176	11.863	9.209	0.469	-2.937
294866	30974.975	33802.484	7444.256	13.186	11.775	9.011	1.043	-3.170
300903	15091.505	4809.961	33025.324	13.121	11.797	9.034	1.494	-2.359
307485	16297.481	21250.945	21893.451	13.052	11.319	8.597	-1.724	-4.119
313692	23839.953	25527.979	5201.198	13.142	11.698	8.885	1.386	-3.423
319730	26451.379	3874.007	6239.081	13.130	11.820	9.113	-0.275	-3.048
324123	29958.811	19597.756	4911.294	13.093	11.573	8.955	1.177	-3.539
329508	7404.562	20221.787	22046.193	13.009	11.685	8.961	0.372	-3.133
333424	16923.758	20882.971	14870.362	12.923	11.422	8.788	1.060	-4.132
338446	31159.424	23835.521	32133.158	12.975	11.520	8.761	0.622	-2.702
342446	25186.113	5998.309	33867.453	12.692	11.196	8.552	0.909	-4.330
345872	7945.279	25524.566	28827.402	12.860	11.533	8.907	0.056	-3.144
348901	29241.346	21293.180	327.614	12.772	11.418	8.743	0.975	-3.238
352426	1607.882	4406.894	34325.840	12.907	11.512	8.841	0.385	-3.071
355724	25049.633	24876.748	9636.576	12.797	11.379	8.530	1.710	-3.311
358608	3207.615	17324.227	12107.393	12.660	11.363	8.642	0.757	-3.889
360923	34190.992	14526.281	11290.841	12.776	11.584	8.807	0.679	-3.652
362994	10492.161	18195.027	4307.588	12.785	11.201	8.655	0.184	-3.808
366407	24936.176	15194.578	33989.941	12.851	11.263	8.773	0.189	-3.810
368843	27219.773	276.652	9857.749	12.734	11.476	8.728	0.812	-3.798
371126	9102.545	24945.902	17720.123	12.651	11.448	8.675	1.033	-3.365
372754	34925.098	5239.340	21468.340	12.684	11.278	8.788	0.223	-3.764
375073	22557.812	7688.026	27732.943	12.692	11.278	8.565	0.761	-3.999
377655	19680.822	20491.373	19362.498	12.427	11.074	8.433	-0.171	-3.694
379803	6115.831	6871.482	31271.213	12.714	11.244	8.539	-3.936	-4.096
382215	16683.031	32470.689	27750.652	12.648	11.308	8.726	0.391	-3.413
383975	19740.213	3090.734	26031.818	12.617	11.134	8.397	0.393	-3.914
386269	3807.985	20123.914	14677.626	12.387	11.128	8.422	0.855	-2.863
388544	8199.259	28218.453	19046.445	12.630	11.266	8.422	0.908	-3.654
390932	7937.403	6751.684	32093.365	12.661	11.419	8.821	-0.697	-3.799
392276	23726.266	26715.529	23040.629	12.466	10.949	8.468	-0.250	-3.836
394621	11665.519	18087.627	2897.111	12.506	10.841	8.275	0.430	-3.492
396628	24210.041	20647.822	4172.822	12.591	11.281	8.477	-0.561	-3.899
398784	14431.123	8202.775	834.627	12.657	11.369	8.653	0.375	-3.335
400973	33668.664	29352.129	21693.021	12.583	11.226	8.767	-0.567	-3.687
402555	19248.873	28079.643	25253.713	12.436	11.133	8.357	0.239	-4.003
404817	72.080	10546.812	224.656	12.658	11.144	8.748	0.335	-3.025
406941	34070.105	7648.114	26917.318	12.526	11.092	8.454	-inf	-4.406
408534	30314.336	12523.276	7564.438	12.578	11.300	8.615	0.227	-4.675
410037	20653.797	468.075	15787.798	12.631	11.329	8.671	-0.091	-4.605
411449	31155.070	26555.115	23205.391	12.579	11.221	8.520	0.258	-3.621
413372	31917.559	18572.211	146.767	12.575	11.122	8.213	0.423	-3.996
414917	8142.436	14340.975	25125.910	12.450	11.184	8.425	-0.362	-3.822
416713	32278.570	17554.373	9802.768	12.572	11.138	8.579	0.144	-4.210
418335	8061.597	4525.521	32923.934	12.557	11.267	8.678	-2.314	-4.046
419618	31466.877	12969.155	9151.129	12.486	10.807	8.474	-0.435	-3.931
421555	33605.117	10403.595	11109.406	12.531	11.115	8.592	0.312	-3.492
422754	8738.852	20588.904	11923.271	12.498	10.965	8.419	0.144	-4.185
424288	1795.409	19258.863	6741.724	12.430	11.027	8.476	0.385	-4.745
425719	24791.064	19445.529	3565.510	12.457	11.095	8.516	0.897	-3.665
427211	32522.258	6090.494	29575.746	12.432	11.162	8.583	1.133	-3.370
428177	25684.592	32863.652	15379.436	12.359	11.019	8.351	-4.349	-4.945
429471	16314.455	3590.538	31905.758	12.470	11.108	8.359	-3.590	-3.340
430864	22035.674	9563.788	20841.537	12.315	11.086	8.206	0.412	-4.712
432106	7892.832	8587.432	2216.502	12.382	11.188	8.148	0.986	-3.386
433289	5703.199	28583.521	22652.461	12.442	11.277	8.256	0.487	-3.769
434356	15421.427	1358.307	20151.000	12.457	11.120	8.462	-2.123	-4.084
435752	17563.912	26630.332	24252.412	12.398	11.087	8.521	0.685	-4.066
436932	14906.515	28335.285	25708.742	12.385	11.159	8.264	0.248	-3.820
438148	14179.473	4166.472	34942.270	12.440	11.280	8.527	0.786	-3.619
439099	29541.701	10683.278	30409.076	12.483	11.122	8.524	-0.207	-3.770
440407	13345.805	30567.467	21422.434	12.269	10.962	8.488	0.100	-3.868
441709	7702.163	7901.680	12109.929	12.400	11.146	8.680	1.301	-3.756
443049	7494.112	25833.082	28016.746	12.387	10.905	8.381	-0.827	-4.877
444134	9552.365	3427.527	15632.349	12.411	10.691	8.261	0.104	-4.121
445626	23883.533	23428.143	4941.054	12.383	11.144	8.693	0.586	-3.501
446665	15075.010	21327.984	21932.484	12.274	10.748	8.368	-0.149	-3.501
447914	9345.357	29077.402	20290.252	12.530	11.163	8.493	-inf	-4.226
448830	28049.066	12071.318	3424.424	12.462	11.163	8.682	0.195	-4.090
449658	1089.015	7100.073	20347.230	12.229	10.860	8.409	0.333	-3.488
450916	12545.536	16118.336	29286.008	12.387	11.117	8.502	-inf	-4.207
452031	23534.123	13395.909	14262.574	12.478	11.120	8.426	-0.169	-3.902
452978	28817.910	26674.965	22974.041	12.252	11.047	8.165	0.948	-3.622
454171	32404.830	18314.740	4720.895	12.246	10.880	8.214	-2.596	-4.238
455291	29616.207	34582.176	7725.554	12.182	10.852	8.103	0.922	-3.367
456326	2355.054	18582.158	8154.654	12.265	11.068	8.080	0.947	-3.087
457431	1393.588	19753.785	6434.072	12.345	10.974	8.402	-0.835	-4.086
458470	3239.043	22816.898	32353.059	12.332	11.106	8.406	0.453	-4.001
459557	7709.857	25448.311	25823.916	11.887	10.653	8.267	0.088	-4.342
460722	11689.836	22473.211	21315.775	12.165	10.429	7.756	0.345	-2.170
461785	2841.135	6256.380	24617.537	12.429	11.195	8.414	0.177	-4.445
462710	16575.609	23751.473	34028.457	12.387	11.085	8.421	-0.077	-3.041
464163	9439.474	19593.832	11132.751	12.325	11.022	8.390	0.899	-3.733
465255	20781.982	26820.826	23917.203	12.412	10.971	8.484	-0.777	-4.182
466549	9730.252	10216.534	2822.653	12.266	10.908	8.428	-0.724	-4.270
467415	22423.574	26549.203	23113.043	12.282	11.067	8.328	1.100	-2.984
468590	3612.906	1956.122	24788.514	12.377	11.146	8.425	-0.080	-4.949
469487	10236.002	19617.094	25347.830	12.248	10.927	8.369	0.112	-4.829
470345	1467.377	26296.879	23712.293	12.340	11.100	8.340	0.599	-4.549
471248	11557.326	23590.512	21912.908	12.377	11.072	8.338	-inf	-4.429
471996	11246.371	18125.900	3207.102	12.251	11.013	8.395	0.267	-4.569
472548	31665.262	16189.370	3306.409	12.333	11.059	8.566	0.426	-4.527
473329	14095.948	17054.510	6683.284	12.226	11.021	8.199	0.268	-4.033
474008	17865.074	4387.854	8134.615	12.258	10.971	8.390	0.953	-4.754
475016	5334.287	30552.867	23117.240	12.293	11.101	8.419	0.793	-4.067
475619	15894.541	3687.451	32451.355	12.388	11.125	8.439	-inf	-4.499
476266	3120.578	26364.172	23625.012	12.142	10.699	8.065	0.800	-4.312
477328	20648.164	26200.459	23354.615	12.199	10.784	8.118	0.845	-4.207
478216	24468.576	25386.713	10866.793	12.193	10.773	8.186	-1.763	-3.754
479290	25057.123	23685.021	8853.259	12.248	10.961	8.274	0.848	-4.381
479938	11521.896	22545.195	18190.629	12.175	10.825	8.162	1.055	-2.188
480802	21030.678	15627.804	2682.622	12.102	10.705	7.894	0.670	-2.145
481428	22252.205	1621.391	13582.388	12.276	10.920	8.379	-inf	-4.610
482155	28495.934	11166.930	30179.541	12.312	11.081	8.434	-1.920	-5.150
482889	8481.646	33707.391	22184.947	12.231	10.965	8.408	0.594	-4.426
483594	8768.683	14573.346	25839.672	12.338	10.965	8.327	0.092	-3.835
484448	27435.174	11350.161	3871.160	12.283	11.011	8.480	-0.621	-3.768
485056	31285.635	31151.037	11055.593	12.093	10.924	8.244	0.704	-3.298
486046	31902.615	18199.252	3526.618	12.273	10.910	8.533	0.399	-3.564
486917	20504.605	12018.337	2378.923	12.107	10.487	8.175	-0.905	-4.018
487742	20948.893	19117.984	18619.711	12.136	10.561	8.063	0.549	-3.288
488530	28238.389	19726.826	4721.008	12.163	11.047	8.161	0.850	-3.873
489206	20244.049	4591.994	32385.096	12.278	10.982	8.245	-1.021	-3.943
490079	27099.674	9411.694	5284.089	12.217	10.769	8.458	-0.367	-3.393
490814	22073.324	2605.536	17242.105	12.195	10.740	8.287	0.698	-3.707
491426	22695.533	15692.933	16728.109	12.224	10.940	8.193	0.205	-4.560
492244	30980.332	12164.392	2006.828	12.192	10.945	8.221	0.589	-4.079
492876	14393.119	20367.881	11168.194	12.242	10.946	8.297	-0.563	-3.419
493433	26037.344	20580.510	525.311	12.146	10.835	8.315	0.758	-4.135
494011	20265.082	2894.922	25722.348	12.134	10.901	8.290	0.707	-3.978
494709	15170.295	1034.505	20953.531	12.172	10.889	8.173	-0.367	-4.063
495451	34278.137	30478.711	16800.463	12.261	10.844	8.495	-inf	-4.851
496186	12174.158	28262.482	25759.533	12.270	10.940	8.535	-0.659	-3.831
496788	22771.148	26821.586	15703.062	12.104	10.473	7.682	0.805	-3.513
497557	31370.664	32191.295	14529.370	12.039	10.679	8.278	0.394	-4.092
498522	12102.177	22445.514	16317.506	12.256	11.004	8.401	-inf	-3.975
499021	7837.528	34828.820	24038.951	12.027	10.523	8.229	0.018	-3.019
499704	12196.354	20348.895	23611.291	12.126	10.756	8.338	0.827	-4.216
500576	31355.430	9701.562	29675.904	11.910	10.545	7.693	0.472	-4.254
501208	19828.848	21592.771	26731.816	12.189	10.938	8.281	0.465	-3.441
501725	7253.083	22748.551	572.199	12.079	10.893	7.944	0.832	-2.247
502371	10707.716	27792.197	24862.355	12.066	10.720	7.964	0.894	-2.782
502995	33872.062	30333.266	14860.673	12.053	10.895	8.104	0.880	-4.412
503437	11801.753	7401.396	876.698	12.125	10.872	8.093	0.401	-4.126
503987	34467.656	21022.869	3303.838	12.195	10.788	8.341	-1.139	-3.974
504559	13659.244	21381.959	13617.229	12.233	10.830	8.462	-0.371	-3.873
505100	24421.303	16243.790	33410.109	12.096	10.764	8.436	-0.180	-4.389
505586	25082.988	13591.151	3313.811	12.110	11.030	8.090	0.497	-4.119
506151	34916.035	34417.789	5993.377	12.113	10.917	8.237	0.492	-3.645
506720	6884.338	33368.152	22670.561	12.185	10.900	8.177	0.075	-4.117
507292	16340.460	31134.721	26946.600	11.847	10.437	7.992	0.625	-4.012
507784	21216.752	25078.928	22435.971	12.030	10.598	8.369	-0.561	-4.114
508538	26482.451	12161.165	3338.460	11.841	10.536	7.940	0.491	-3.367
509091	9499.737	13046.344	4087.611	12.048	10.745	7.958	0.725	-2.155
509709	4433.535	34504.168	23752.654	12.194	10.867	8.483	-2.403	-4.128
510273	11400.742	25681.508	23023.871	12.075	10.949	8.131	0.612	-4.825
510585	1540.245	4642.576	17394.463	12.095	10.711	8.147	0.493	-3.970
511303	25194.926	9569.036	23928.945	12.059	10.696	8.029	0.549	-4.646
511920	24816.879	13984.582	2854.317	12.201	10.946	8.327	-inf	-4.808
512425	18091.033	30121.889	12541.695	12.186	10.726	8.363	-0.063	-4.724
