      -2.0000000       1.7438468
      -1.9565553       1.7322099
      -1.9131105       1.7203305
      -1.8696658       1.7082009
      -1.8262210       1.6958127
      -1.7827763       1.6831574
      -1.7393315       1.6702261
      -1.6958868       1.6570097
      -1.6524420       1.6434985
      -1.6089973       1.6296827
      -1.5655526       1.6155519
      -1.5221078       1.6010954
      -1.4786630       1.5863021
      -1.4352183       1.5711603
      -1.3917736       1.5556582
      -1.3483288       1.5397832
      -1.3048840       1.5235224
      -1.2614393       1.5068624
      -1.2179945       1.4897893
      -1.1745498       1.4722886
      -1.1311051       1.4543453
      -1.0876603       1.4359439
      -1.0442155       1.4170684
      -1.0007708       1.3977020
     -0.95732606       1.3778274
     -0.91388132       1.3574268
     -0.87043657       1.3364817
     -0.82699179       1.3149728
     -0.78354705       1.2928805
     -0.74010232       1.2701843
     -0.69665756       1.2468629
     -0.65321280       1.2228947
     -0.60976805       1.1982570
     -0.56632329       1.1729268
     -0.52287856       1.1468801
     -0.47943379       1.1200922
     -0.43598904       1.0925379
     -0.39254430       1.0641911
     -0.34909951       1.0350249
     -0.30565478       1.0050120
     -0.26221011      0.97412414
     -0.21876525      0.94233216
     -0.17532052      0.90960661
     -0.13187589      0.87591706
    -0.088431016      0.84123207
    -0.044986268      0.80552003
   -0.0015416279      0.76874821
     0.041903242      0.73088289
     0.085347879      0.69189017
      0.12879277      0.65173447
      0.17223736      0.61038032
      0.21568224      0.56779008
      0.25912690      0.52392625
      0.30257177      0.47874922
      0.34601638      0.43221898
      0.38946124      0.38429318
      0.43290591      0.33492874
      0.47635079      0.28407989
      0.51979539      0.23169982
      0.56324005      0.17773825
      0.60668492      0.12214247
      0.65012980     0.064856814
      0.69357442    0.0058221522
      0.73701928    -0.055026027
      0.78046391     -0.11775581
      0.82390854     -0.18244179
      0.86735341     -0.24916564
      0.91079805     -0.31801469
      0.95424292     -0.38908749
      0.99768781     -0.46249073
       1.0411324     -0.53834218
       1.0845770     -0.61677475
       1.1280220     -0.69793489
       1.1714666     -0.78198785
       1.2149115     -0.86911902
       1.2583563     -0.95953630
       1.3018010      -1.0534783
       1.3452456      -1.1512130
       1.3886905      -1.2530567
       1.4321351      -1.3593686
       1.4755797      -1.4705720
       1.5190249      -1.5871754
       1.5624695      -1.7097749
       1.6059141      -1.8391337
       1.6493590      -1.9761954
       1.6928036      -2.1221915
       1.7362483      -2.2788071
       1.7796933      -2.4483943
       1.8231380      -2.6346070
       1.8665826      -2.8434464
       1.9100275      -3.0861606
       1.9534721      -3.3884062
       1.9969168      -3.8358676
       2.0403619            -NaN
       2.0838065            -NaN
       2.1272512            -NaN
       2.1706958            -NaN
       2.2141404            -NaN
       2.2575855            -NaN
       2.3010302            -NaN
